first_pokemon,second_pokemon,winner,did_first_win
198,554,554,0
671,31,31,0
26,162,26,1
698,688,698,1
674,140,674,1
317,598,598,0
442,525,442,1
353,706,706,0
416,342,342,0
429,128,429,1
247,518,518,0
600,391,600,1
746,108,108,0
111,223,223,0
264,559,264,1
546,480,480,0
170,328,328,0
773,455,773,1
631,561,631,1
783,408,408,0
134,398,398,0
441,112,441,1
91,60,91,1
768,256,768,1
40,682,682,0
107,51,51,0
636,175,175,0
40,738,40,1
71,369,71,1
196,94,196,1
457,767,767,0
218,500,218,1
780,181,181,0
423,557,557,0
564,339,339,0
578,396,396,0
282,338,338,0
377,176,377,1
610,528,528,0
163,118,163,1
234,110,110,0
99,584,99,1
544,662,544,1
451,721,451,1
503,263,263,0
523,309,523,1
277,402,277,1
538,410,410,0
461,487,461,1
1,252,252,0
463,213,463,1
666,625,666,1
318,677,677,0
250,213,250,1
348,749,348,1
192,484,484,0
770,797,797,0
603,265,603,1
356,218,218,0
117,42,42,0
133,455,133,1
674,669,674,1
95,717,717,0
255,410,410,0
271,646,271,1
465,510,465,1
779,411,779,1
453,107,453,1
723,541,541,0
68,224,68,1
246,353,246,1
193,36,193,1
541,209,209,0
225,571,225,1
368,796,368,1
600,320,600,1
337,697,337,1
410,247,410,1
529,660,529,1
458,418,418,0
682,641,682,1
593,728,593,1
255,478,478,0
636,458,636,1
765,62,62,0
355,394,394,0
562,7,7,0
614,620,614,1
672,711,711,0
131,636,131,1
476,573,476,1
392,65,65,0
628,40,628,1
24,499,24,1
239,791,791,0
18,777,777,0
344,702,702,0
690,772,772,0
131,722,131,1
278,300,300,0
710,566,710,1
275,523,275,1
367,389,367,1
342,657,342,1
32,687,32,1
619,637,637,0
189,416,416,0
359,414,414,0
61,406,406,0
761,362,362,0
168,680,168,1
565,595,565,1
565,529,565,1
171,626,626,0
311,787,311,1
306,553,553,0
596,373,596,1
383,237,383,1
726,509,726,1
153,334,153,1
769,485,769,1
343,254,254,0
707,744,707,1
270,569,569,0
307,303,307,1
262,245,245,0
407,417,417,0
93,246,93,1
536,769,536,1
637,229,229,0
109,267,267,0
378,223,223,0
685,155,155,0
167,189,167,1
179,225,179,1
131,668,131,1
3,398,398,0
783,173,783,1
738,13,13,0
155,338,155,1
623,43,623,1
289,616,616,0
64,516,516,0
600,440,600,1
151,520,520,0
35,707,707,0
272,512,272,1
640,344,344,0
376,209,209,0
592,626,592,1
111,627,111,1
332,271,271,0
752,634,634,0
468,133,133,0
470,516,516,0
1,302,1,1
673,218,673,1
344,181,181,0
430,433,430,1
153,471,153,1
747,557,557,0
749,287,287,0
449,767,767,0
621,738,621,1
444,600,444,1
429,278,429,1
547,710,710,0
225,414,414,0
789,316,316,0
763,35,763,1
584,494,494,0
370,546,546,0
790,62,62,0
485,473,473,0
501,481,481,0
443,43,443,1
375,48,48,0
11,449,11,1
698,776,776,0
294,477,477,0
694,55,694,1
17,648,648,0
370,443,443,0
731,240,731,1
688,227,688,1
723,105,723,1
663,132,132,0
182,350,350,0
128,163,163,0
762,429,429,0
110,461,461,0
316,199,316,1
693,151,693,1
15,488,488,0
367,730,367,1
613,718,718,0
625,15,15,0
620,483,483,0
431,268,431,1
197,208,197,1
498,110,110,0
388,165,165,0
216,569,216,1
366,604,366,1
499,441,499,1
755,153,153,0
511,515,511,1
534,354,534,1
424,558,424,1
609,420,420,0
71,133,71,1
523,210,523,1
174,540,540,0
207,682,682,0
617,571,571,0
274,745,745,0
316,474,316,1
358,105,358,1
612,145,612,1
425,800,425,1
619,193,193,0
540,295,540,1
494,211,494,1
145,437,437,0
511,372,372,0
456,95,95,0
332,301,332,1
594,118,594,1
487,119,119,0
458,609,458,1
629,692,629,1
220,514,514,0
306,505,505,0
470,5,5,0
765,76,765,1
150,146,146,0
455,477,477,0
692,194,692,1
319,84,84,0
297,303,303,0
72,57,72,1
690,386,386,0
421,566,421,1
302,336,302,1
625,299,299,0
28,84,28,1
24,429,429,0
793,197,793,1
386,391,391,0
216,657,216,1
511,379,511,1
103,64,103,1
50,1,1,0
151,256,151,1
522,280,280,0
19,432,432,0
651,406,651,1
269,650,269,1
310,101,101,0
162,572,572,0
503,28,28,0
543,106,543,1
169,785,785,0
72,86,86,0
248,13,248,1
592,248,248,0
606,697,606,1
282,102,282,1
758,761,758,1
324,294,294,0
762,345,345,0
478,310,478,1
567,301,301,0
280,290,280,1
81,390,390,0
345,298,345,1
121,157,157,0
159,442,159,1
389,717,717,0
793,543,793,1
339,89,339,1
25,37,37,0
773,230,773,1
295,780,780,0
702,626,702,1
517,402,517,1
111,727,727,0
780,366,366,0
763,794,794,0
570,537,570,1
514,697,697,0
728,676,728,1
345,661,345,1
338,40,40,0
523,543,543,0
677,289,677,1
442,476,476,0
454,523,523,0
134,680,134,1
753,696,696,0
604,338,338,0
698,471,698,1
428,305,428,1
415,26,26,0
114,724,724,0
475,711,711,0
201,511,511,0
237,571,571,0
274,761,274,1
702,681,702,1
275,665,275,1
71,337,71,1
502,147,147,0
11,517,11,1
59,175,59,1
65,491,65,1
51,54,51,1
452,533,533,0
369,440,369,1
374,490,490,0
81,184,184,0
520,777,777,0
615,422,422,0
778,118,778,1
560,555,560,1
331,590,590,0
58,153,58,1
355,617,355,1
763,200,200,0
369,311,311,0
209,42,209,1
750,214,214,0
654,212,212,0
169,87,169,1
677,696,677,1
186,537,537,0
170,161,161,0
143,251,143,1
256,772,772,0
206,484,206,1
315,235,235,0
257,166,166,0
546,425,425,0
590,583,583,0
36,475,475,0
483,412,412,0
413,788,413,1
298,257,257,0
598,526,526,0
706,764,706,1
154,524,154,1
139,663,139,1
428,516,428,1
585,121,121,0
548,667,548,1
26,537,26,1
701,542,701,1
554,333,554,1
718,429,429,0
426,157,426,1
243,42,42,0
693,366,366,0
689,680,689,1
774,222,774,1
160,646,646,0
420,792,792,0
571,186,186,0
1,26,26,0
347,348,348,0
704,360,704,1
63,620,63,1
455,165,165,0
312,736,736,0
140,608,608,0
416,704,704,0
184,294,184,1
239,678,239,1
563,145,563,1
316,425,316,1
100,205,205,0
772,181,772,1
512,242,512,1
286,73,286,1
718,640,718,1
483,92,92,0
631,740,740,0
231,21,21,0
547,25,547,1
459,590,590,0
783,577,783,1
351,3,3,0
301,290,301,1
537,301,301,0
474,31,31,0
231,695,695,0
124,221,124,1
17,38,38,0
88,156,156,0
253,512,253,1
313,660,313,1
179,130,130,0
225,73,73,0
316,242,316,1
605,599,605,1
686,614,614,0
585,159,585,1
482,378,482,1
21,270,270,0
539,524,524,0
390,564,564,0
700,379,700,1
112,155,155,0
545,71,71,0
452,595,452,1
274,721,274,1
100,499,499,0
688,107,688,1
172,176,172,1
523,211,523,1
123,740,740,0
537,195,537,1
728,166,166,0
105,156,105,1
730,621,730,1
297,449,449,0
467,610,467,1
519,428,428,0
56,508,56,1
195,136,136,0
758,406,406,0
582,463,582,1
193,615,193,1
642,444,444,0
489,408,408,0
607,256,607,1
22,656,22,1
350,26,350,1
97,679,97,1
581,184,184,0
457,175,175,0
205,30,205,1
633,34,633,1
150,646,646,0
484,395,484,1
310,369,369,0
740,484,484,0
732,724,732,1
373,648,648,0
793,773,773,0
615,136,136,0
476,507,476,1
266,471,266,1
726,39,726,1
199,68,68,0
785,440,785,1
680,102,102,0
402,67,67,0
463,748,748,0
487,676,676,0
408,228,228,0
16,706,706,0
86,692,692,0
564,725,725,0
561,271,271,0
175,305,175,1
116,378,116,1
429,135,429,1
291,339,339,0
615,432,432,0
278,65,65,0
76,199,199,0
781,613,613,0
100,485,100,1
85,238,85,1
764,771,771,0
657,690,690,0
171,310,171,1
441,295,441,1
92,483,92,1
574,399,574,1
766,4,766,1
544,178,544,1
268,362,362,0
392,423,423,0
44,709,709,0
299,222,299,1
393,143,393,1
278,444,444,0
696,502,502,0
371,452,371,1
19,741,19,1
344,255,344,1
531,693,693,0
1,506,506,0
772,745,772,1
295,780,780,0
592,552,552,0
478,766,766,0
398,145,398,1
296,500,296,1
389,524,524,0
324,379,379,0
584,542,542,0
64,392,392,0
514,266,514,1
410,708,410,1
548,350,350,0
559,766,766,0
648,245,648,1
367,668,367,1
291,603,603,0
220,343,343,0
744,437,437,0
639,297,297,0
257,735,735,0
139,365,139,1
551,734,551,1
566,733,566,1
653,423,423,0
56,151,56,1
702,309,702,1
230,47,230,1
606,111,606,1
230,615,230,1
211,299,299,0
520,424,424,0
340,372,340,1
353,701,701,0
738,148,148,0
149,213,213,0
622,182,622,1
6,330,6,1
47,416,47,1
414,157,414,1
161,304,161,1
790,328,328,0
162,437,437,0
671,47,671,1
488,70,70,0
705,609,705,1
669,72,72,0
118,373,373,0
507,491,507,1
517,544,544,0
8,643,8,1
85,607,85,1
359,715,715,0
703,628,703,1
148,348,348,0
52,396,396,0
694,725,694,1
119,758,758,0
70,790,790,0
148,55,55,0
443,404,443,1
242,507,507,0
267,530,267,1
329,103,103,0
93,796,93,1
59,399,59,1
768,665,768,1
413,749,413,1
233,329,233,1
140,156,156,0
464,187,187,0
98,651,651,0
581,342,342,0
246,329,246,1
228,335,228,1
639,208,208,0
413,563,563,0
248,36,248,1
486,775,775,0
85,738,85,1
69,637,69,1
469,640,469,1
490,199,490,1
660,235,235,0
69,717,717,0
344,665,344,1
644,672,672,0
461,431,431,0
368,107,368,1
222,267,267,0
442,107,442,1
336,249,249,0
678,784,784,0
508,627,508,1
772,624,624,0
711,369,711,1
18,273,273,0
10,697,697,0
229,566,229,1
623,647,623,1
153,97,153,1
652,280,280,0
249,469,249,1
206,76,206,1
425,757,425,1
750,375,375,0
278,757,278,1
165,720,165,1
173,579,579,0
237,705,705,0
702,342,702,1
546,292,546,1
6,471,471,0
256,385,385,0
568,511,568,1
36,451,451,0
392,672,392,1
221,104,104,0
235,363,235,1
791,609,791,1
354,746,746,0
766,664,766,1
657,241,657,1
237,447,447,0
42,771,771,0
642,373,642,1
679,355,355,0
681,568,568,0
227,511,511,0
319,609,319,1
753,772,772,0
398,87,398,1
291,389,291,1
59,481,59,1
269,671,671,0
235,24,24,0
652,430,430,0
661,687,687,0
348,423,423,0
289,153,153,0
600,793,793,0
377,279,279,0
175,635,635,0
797,781,797,1
648,619,648,1
781,318,318,0
503,672,503,1
591,241,591,1
182,493,493,0
588,393,393,0
273,341,341,0
712,404,712,1
615,704,704,0
73,397,397,0
341,82,341,1
176,73,73,0
435,576,576,0
420,7,420,1
533,369,533,1
237,615,615,0
20,403,20,1
115,178,115,1
726,773,773,0
292,373,373,0
197,599,599,0
102,386,102,1
560,386,560,1
652,140,652,1
524,488,524,1
189,700,700,0
367,369,367,1
11,542,542,0
381,126,126,0
333,579,333,1
680,598,598,0
51,558,51,1
765,277,765,1
32,658,32,1
242,136,136,0
658,721,658,1
537,523,537,1
42,674,42,1
246,748,748,0
453,256,453,1
16,654,16,1
597,212,212,0
695,798,695,1
347,367,367,0
636,110,110,0
220,215,215,0
395,439,439,0
501,378,501,1
563,373,563,1
445,210,445,1
433,512,433,1
188,422,422,0
755,650,650,0
14,263,263,0
264,275,275,0
301,633,301,1
271,175,271,1
318,356,318,1
632,548,548,0
258,723,723,0
156,116,116,0
621,382,621,1
76,371,371,0
445,659,445,1
345,276,276,0
537,469,537,1
608,405,608,1
619,107,619,1
136,660,136,1
412,373,373,0
500,150,150,0
336,753,753,0
429,637,429,1
109,683,683,0
401,138,138,0
697,714,714,0
649,285,649,1
110,593,593,0
328,448,448,0
214,233,214,1
684,594,594,0
143,524,524,0
233,696,233,1
710,567,710,1
463,574,574,0
317,47,47,0
536,98,536,1
342,716,342,1
176,189,176,1
584,579,579,0
9,135,135,0
456,369,369,0
538,750,750,0
453,712,712,0
582,636,582,1
9,249,249,0
441,359,359,0
616,720,616,1
668,554,554,0
176,461,461,0
117,201,201,0
95,408,95,1
731,593,731,1
688,80,80,0
670,171,171,0
525,730,730,0
126,226,126,1
215,570,570,0
779,203,203,0
573,195,573,1
44,623,44,1
189,234,234,0
744,542,542,0
629,433,629,1
529,491,529,1
207,20,20,0
100,667,100,1
248,461,248,1
642,107,642,1
220,719,719,0
592,113,592,1
303,368,368,0
379,561,561,0
213,701,701,0
512,400,400,0
328,477,328,1
610,775,610,1
9,235,9,1
601,495,495,0
376,565,565,0
417,522,522,0
774,677,677,0
662,316,316,0
728,308,308,0
99,504,99,1
616,383,616,1
476,596,476,1
717,269,717,1
297,351,351,0
603,589,603,1
278,374,278,1
375,430,430,0
181,330,330,0
36,415,36,1
644,153,153,0
653,290,653,1
71,410,410,0
458,600,600,0
635,436,635,1
325,644,325,1
285,658,658,0
228,260,228,1
667,589,589,0
475,665,475,1
634,748,748,0
257,34,257,1
156,493,493,0
287,681,681,0
372,335,335,0
268,737,268,1
385,324,385,1
767,512,767,1
107,605,107,1
551,255,551,1
789,636,636,0
366,110,110,0
789,81,789,1
690,668,690,1
748,45,748,1
75,218,75,1
596,267,596,1
57,301,301,0
636,542,542,0
504,267,267,0
60,437,437,0
204,764,204,1
773,175,773,1
474,695,474,1
679,471,679,1
31,396,31,1
591,646,646,0
289,270,270,0
131,317,131,1
30,37,30,1
110,505,110,1
215,552,552,0
500,36,36,0
165,497,165,1
421,542,421,1
189,289,289,0
797,488,797,1
566,245,245,0
604,471,471,0
230,532,532,0
627,690,690,0
437,408,437,1
581,756,581,1
532,677,677,0
75,47,47,0
765,718,718,0
491,151,151,0
329,65,65,0
630,633,633,0
315,692,692,0
256,502,502,0
278,64,64,0
374,153,153,0
736,448,736,1
134,412,412,0
741,360,741,1
154,694,154,1
477,376,477,1
411,241,241,0
352,577,352,1
50,566,566,0
175,480,480,0
560,237,560,1
13,48,48,0
242,602,242,1
475,449,475,1
673,594,673,1
531,568,568,0
727,302,727,1
291,259,259,0
705,318,705,1
14,503,503,0
679,337,679,1
640,60,60,0
454,493,493,0
61,401,61,1
17,208,17,1
206,785,785,0
776,453,453,0
647,481,481,0
364,186,186,0
406,583,583,0
255,134,134,0
198,741,741,0
437,539,437,1
726,645,726,1
77,773,77,1
736,723,723,0
279,682,682,0
702,114,702,1
744,333,744,1
205,538,205,1
646,39,646,1
530,455,455,0
240,59,59,0
776,334,776,1
587,413,587,1
203,423,423,0
500,181,181,0
7,53,7,1
394,578,394,1
631,287,631,1
607,640,607,1
11,431,431,0
670,383,383,0
374,510,510,0
200,516,200,1
54,658,658,0
573,240,573,1
388,699,699,0
511,95,95,0
267,607,607,0
745,505,745,1
710,5,710,1
493,177,177,0
564,686,686,0
404,184,184,0
50,550,550,0
546,543,546,1
739,443,443,0
8,605,8,1
468,773,773,0
79,596,79,1
568,216,216,0
154,756,154,1
501,732,501,1
316,430,316,1
69,567,567,0
223,544,544,0
260,184,184,0
632,547,632,1
7,306,7,1
55,317,55,1
580,245,245,0
158,758,158,1
102,7,102,1
81,362,362,0
65,142,65,1
465,247,465,1
789,250,250,0
224,249,249,0
232,103,103,0
727,44,727,1
9,300,9,1
76,331,76,1
672,365,672,1
587,735,735,0
401,75,401,1
320,482,320,1
432,337,432,1
498,385,498,1
438,746,438,1
693,5,5,0
81,400,400,0
300,438,438,0
175,384,175,1
286,308,286,1
460,645,645,0
68,768,768,0
675,554,554,0
49,54,54,0
400,53,400,1
215,1,1,0
384,119,384,1
530,654,654,0
68,88,68,1
619,22,22,0
485,231,485,1
743,462,462,0
710,639,710,1
560,4,4,0
301,381,301,1
548,187,548,1
378,189,378,1
92,415,92,1
797,285,797,1
471,538,538,0
743,511,511,0
49,671,671,0
179,728,179,1
481,571,481,1
787,772,787,1
771,669,771,1
607,417,607,1
493,797,797,0
260,36,260,1
29,111,29,1
283,414,414,0
331,135,135,0
765,63,63,0
185,332,185,1
493,768,493,1
751,636,636,0
541,239,541,1
60,268,268,0
682,661,682,1
301,313,301,1
334,24,24,0
536,714,714,0
465,565,465,1
175,470,175,1
431,155,155,0
710,167,710,1
656,338,338,0
72,237,72,1
302,392,302,1
421,103,103,0
224,465,465,0
389,287,287,0
290,47,47,0
710,271,710,1
148,723,723,0
137,193,193,0
725,537,537,0
54,345,345,0
649,134,649,1
442,130,130,0
244,281,244,1
521,142,521,1
130,35,130,1
113,504,504,0
569,88,569,1
579,475,475,0
205,600,205,1
355,173,173,0
181,427,427,0
436,292,436,1
593,28,28,0
40,367,40,1
85,59,59,0
368,75,368,1
554,597,554,1
617,173,617,1
591,623,623,0
35,360,360,0
338,40,40,0
625,573,573,0
484,175,484,1
30,119,30,1
106,423,423,0
377,704,704,0
301,75,75,0
671,701,701,0
632,490,490,0
566,221,566,1
626,194,194,0
310,336,336,0
232,554,554,0
19,352,19,1
16,742,16,1
481,469,481,1
558,75,75,0
612,415,612,1
338,452,338,1
505,155,155,0
432,571,432,1
363,10,10,0
752,368,368,0
473,100,100,0
411,191,191,0
521,692,521,1
631,549,549,0
269,206,206,0
550,199,550,1
457,382,457,1
329,665,329,1
83,470,83,1
723,530,723,1
790,293,790,1
799,58,58,0
124,748,748,0
323,596,596,0
667,290,667,1
40,54,40,1
154,707,154,1
286,131,131,0
800,91,800,1
601,171,171,0
750,551,551,0
645,332,645,1
620,625,620,1
291,296,296,0
38,309,309,0
318,11,11,0
330,735,735,0
294,473,473,0
466,187,466,1
583,712,583,1
224,207,207,0
420,475,420,1
363,466,363,1
17,330,330,0
577,464,464,0
701,607,701,1
428,762,428,1
711,721,711,1
279,21,279,1
657,528,528,0
475,702,702,0
716,766,766,0
765,207,765,1
506,166,166,0
147,34,34,0
145,392,392,0
576,312,576,1
282,6,6,0
18,255,255,0
165,549,165,1
444,40,444,1
514,509,514,1
583,522,583,1
83,294,83,1
39,703,703,0
16,431,431,0
674,171,674,1
257,227,257,1
67,271,271,0
20,356,20,1
265,526,526,0
54,433,54,1
669,359,359,0
118,153,153,0
369,542,542,0
345,533,533,0
699,223,699,1
690,242,690,1
261,179,261,1
139,53,139,1
701,457,701,1
363,597,597,0
400,659,400,1
649,411,649,1
446,519,519,0
443,743,443,1
547,565,547,1
10,634,634,0
552,735,552,1
290,182,182,0
547,127,127,0
572,591,572,1
347,298,298,0
621,622,622,0
654,362,362,0
258,749,749,0
68,451,451,0
676,726,726,0
505,514,505,1
767,653,767,1
625,119,119,0
690,763,690,1
798,519,519,0
204,16,204,1
309,195,309,1
363,362,362,0
526,105,526,1
52,741,741,0
177,482,177,1
358,24,24,0
587,325,587,1
799,795,795,0
259,590,590,0
719,308,308,0
551,427,427,0
630,746,746,0
57,607,57,1
783,294,783,1
20,765,20,1
712,421,421,0
71,358,71,1
29,100,100,0
585,387,387,0
436,695,436,1
615,282,282,0
613,622,613,1
260,267,260,1
179,134,134,0
9,534,9,1
507,429,429,0
547,443,547,1
388,550,550,0
530,527,527,0
110,2,110,1
1,240,240,0
747,364,747,1
763,724,724,0
596,373,596,1
490,227,490,1
628,521,521,0
82,288,288,0
201,155,155,0
594,632,594,1
337,351,337,1
587,485,587,1
609,302,609,1
174,85,85,0
149,27,27,0
429,510,429,1
788,569,569,0
152,221,152,1
440,306,306,0
527,310,527,1
297,405,405,0
199,165,165,0
101,785,101,1
523,274,274,0
252,279,279,0
447,634,634,0
444,286,444,1
467,123,467,1
337,585,337,1
678,246,246,0
330,230,230,0
481,542,481,1
453,722,453,1
596,342,342,0
160,128,128,0
323,111,111,0
603,247,603,1
579,459,579,1
250,345,250,1
244,789,244,1
498,29,498,1
445,740,740,0
339,363,339,1
400,798,798,0
538,732,732,0
341,684,684,0
569,585,585,0
219,243,219,1
206,651,651,0
348,683,348,1
184,375,184,1
462,397,397,0
667,486,486,0
757,28,28,0
204,291,204,1
101,127,101,1
470,547,547,0
77,363,77,1
700,160,700,1
130,227,227,0
62,507,62,1
450,570,570,0
445,260,260,0
368,505,368,1
586,273,586,1
368,750,750,0
133,3,133,1
686,663,663,0
406,481,481,0
539,387,539,1
436,539,539,0
789,704,704,0
766,390,766,1
498,325,498,1
223,310,223,1
518,81,518,1
429,385,429,1
188,143,143,0
202,14,202,1
360,582,360,1
567,571,571,0
510,425,425,0
495,347,495,1
321,521,521,0
570,619,570,1
639,355,355,0
92,676,92,1
284,513,513,0
598,709,709,0
740,440,740,1
784,557,557,0
327,513,513,0
591,663,663,0
126,780,126,1
535,638,535,1
587,744,587,1
687,470,687,1
359,379,359,1
589,125,125,0
793,663,793,1
156,477,477,0
18,92,92,0
519,729,519,1
754,186,186,0
148,632,632,0
81,738,738,0
572,355,355,0
53,460,460,0
661,622,622,0
73,361,361,0
696,647,647,0
453,311,453,1
38,424,424,0
754,502,502,0
492,575,575,0
340,116,340,1
690,433,690,1
21,715,715,0
719,225,719,1
599,253,253,0
20,511,20,1
573,550,550,0
763,129,129,0
392,459,392,1
674,407,674,1
347,200,347,1
124,504,124,1
543,195,543,1
711,736,711,1
2,702,702,0
190,400,400,0
525,109,109,0
88,241,241,0
348,360,348,1
777,174,777,1
47,127,127,0
256,548,548,0
335,163,163,0
178,367,367,0
571,745,745,0
137,660,137,1
586,763,763,0
671,639,671,1
412,741,741,0
345,471,345,1
466,757,466,1
184,751,751,0
771,584,771,1
56,651,651,0
501,273,273,0
511,251,511,1
491,691,691,0
750,600,600,0
765,692,692,0
282,280,280,0
176,650,650,0
178,320,320,0
481,142,481,1
518,677,677,0
65,532,532,0
389,397,397,0
286,410,410,0
709,316,316,0
196,620,196,1
750,161,161,0
334,771,771,0
699,551,551,0
543,611,611,0
375,43,43,0
177,437,177,1
611,452,611,1
751,484,484,0
627,415,415,0
675,139,139,0
32,575,32,1
477,285,477,1
325,781,781,0
432,553,432,1
371,329,371,1
683,309,309,0
413,745,745,0
111,626,111,1
239,608,608,0
599,191,599,1
563,549,549,0
327,308,308,0
707,567,707,1
505,568,505,1
392,274,274,0
536,341,341,0
3,170,3,1
791,385,791,1
48,641,48,1
562,662,562,1
229,213,213,0
212,451,212,1
166,679,679,0
773,327,773,1
347,538,538,0
535,455,535,1
337,491,491,0
611,669,611,1
9,490,9,1
86,764,764,0
88,557,557,0
410,602,410,1
767,143,143,0
95,307,307,0
120,403,403,0
791,760,760,0
61,398,398,0
597,319,597,1
302,324,302,1
344,107,344,1
130,526,526,0
668,359,359,0
70,416,70,1
148,737,737,0
750,704,704,0
116,535,535,0
79,281,79,1
590,467,467,0
635,254,635,1
572,107,572,1
380,660,660,0
154,67,154,1
176,675,675,0
164,18,164,1
388,432,388,1
40,665,40,1
73,563,563,0
790,678,790,1
748,526,748,1
82,246,246,0
339,753,339,1
198,484,484,0
448,30,30,0
184,145,184,1
519,567,519,1
682,93,682,1
247,541,541,0
583,497,583,1
482,333,333,0
164,546,164,1
82,98,98,0
506,298,298,0
629,466,629,1
151,274,274,0
465,53,53,0
677,44,677,1
260,341,341,0
505,370,505,1
741,208,741,1
411,13,13,0
319,647,647,0
661,609,609,0
704,748,704,1
598,678,598,1
126,675,126,1
331,92,331,1
417,473,473,0
115,576,576,0
80,271,80,1
545,565,565,0
382,436,382,1
338,223,223,0
617,558,617,1
18,187,187,0
482,6,6,0
641,779,779,0
537,784,537,1
359,670,670,0
641,708,708,0
181,142,181,1
574,586,586,0
585,151,151,0
443,707,707,0
123,571,571,0
112,595,112,1
723,338,723,1
3,392,3,1
45,762,45,1
772,40,772,1
381,147,147,0
456,398,398,0
427,510,427,1
480,330,480,1
17,559,559,0
364,18,364,1
63,494,494,0
698,458,698,1
683,572,572,0
531,455,455,0
22,160,22,1
260,729,260,1
304,155,155,0
781,459,781,1
88,44,88,1
84,565,84,1
255,386,386,0
207,188,207,1
214,143,214,1
700,614,700,1
552,115,552,1
650,648,648,0
266,18,266,1
780,117,117,0
631,282,631,1
131,480,131,1
531,561,561,0
406,548,406,1
84,307,307,0
434,189,434,1
291,602,291,1
241,481,481,0
173,176,173,1
245,369,245,1
11,790,11,1
213,665,213,1
331,317,331,1
345,572,572,0
290,295,295,0
37,135,135,0
641,98,98,0
404,635,635,0
347,35,347,1
18,446,446,0
271,47,271,1
732,2,732,1
431,586,586,0
213,764,213,1
456,700,700,0
152,312,152,1
429,572,429,1
728,73,728,1
254,155,155,0
100,635,635,0
49,422,422,0
693,326,326,0
725,492,725,1
735,434,735,1
402,757,757,0
507,189,507,1
356,685,685,0
492,294,492,1
609,376,376,0
19,575,19,1
524,685,524,1
449,325,325,0
616,370,616,1
35,383,383,0
332,62,62,0
282,216,216,0
277,364,364,0
542,551,551,0
615,494,494,0
666,310,666,1
35,155,155,0
545,105,545,1
560,127,127,0
147,728,147,1
74,52,74,1
233,161,233,1
231,274,274,0
720,332,720,1
468,146,146,0
445,381,381,0
433,45,433,1
607,64,607,1
757,587,757,1
539,4,4,0
480,701,701,0
703,727,727,0
264,92,264,1
767,116,116,0
794,71,794,1
271,397,271,1
180,752,752,0
225,387,387,0
191,152,152,0
40,703,703,0
723,789,723,1
360,107,107,0
102,281,102,1
656,575,656,1
716,327,716,1
775,159,159,0
543,47,543,1
7,574,574,0
645,234,234,0
149,137,137,0
414,64,414,1
314,257,314,1
629,698,629,1
51,670,670,0
505,724,724,0
374,48,48,0
622,185,185,0
295,109,109,0
720,791,720,1
565,26,26,0
493,311,493,1
530,243,243,0
305,683,305,1
184,729,184,1
418,304,418,1
20,513,20,1
409,139,139,0
513,140,513,1
190,650,650,0
324,34,34,0
231,94,94,0
422,246,422,1
498,316,316,0
85,430,430,0
356,583,583,0
116,69,69,0
504,514,514,0
373,281,373,1
180,475,475,0
657,645,657,1
491,701,701,0
530,401,401,0
344,697,697,0
780,318,318,0
140,512,512,0
219,63,63,0
406,265,406,1
535,115,115,0
329,274,274,0
227,24,24,0
199,398,398,0
528,372,528,1
559,359,359,0
28,378,28,1
182,348,348,0
127,494,494,0
448,269,269,0
167,663,663,0
79,129,79,1
102,285,102,1
590,440,590,1
81,359,359,0
253,678,253,1
340,619,340,1
725,645,725,1
726,269,726,1
195,785,785,0
332,577,332,1
375,77,77,0
738,361,361,0
280,639,280,1
490,356,490,1
459,745,745,0
765,743,765,1
589,552,552,0
535,560,535,1
131,573,131,1
733,124,124,0
522,319,522,1
438,320,438,1
233,650,233,1
730,283,730,1
752,339,339,0
480,431,431,0
146,610,610,0
145,314,314,0
683,190,190,0
256,707,707,0
485,306,306,0
295,139,139,0
107,440,440,0
339,234,234,0
389,335,389,1
531,53,531,1
31,368,368,0
37,763,37,1
422,595,422,1
756,753,756,1
488,205,205,0
139,68,139,1
466,369,466,1
174,374,174,1
699,750,750,0
441,428,428,0
621,695,621,1
210,256,256,0
573,21,573,1
725,541,541,0
602,372,372,0
614,73,614,1
581,462,581,1
422,413,422,1
269,690,690,0
562,557,557,0
99,716,716,0
702,602,702,1
471,115,115,0
148,555,148,1
671,539,539,0
275,608,275,1
44,635,635,0
73,454,454,0
226,398,398,0
428,206,428,1
291,185,185,0
788,331,788,1
742,218,742,1
486,130,130,0
122,255,255,0
300,628,300,1
7,140,7,1
405,578,405,1
668,142,142,0
720,48,48,0
385,171,171,0
35,79,79,0
657,649,649,0
71,685,685,0
387,390,387,1
766,381,381,0
319,401,401,0
694,117,694,1
200,336,336,0
67,756,67,1
380,702,702,0
149,397,397,0
173,210,173,1
791,739,791,1
752,313,313,0
698,210,698,1
495,560,495,1
404,640,404,1
184,404,184,1
43,684,684,0
388,94,388,1
406,106,406,1
741,283,283,0
194,630,630,0
351,551,551,0
763,778,778,0
395,208,208,0
118,238,118,1
503,62,503,1
512,737,737,0
777,357,777,1
73,205,205,0
762,212,212,0
588,268,588,1
120,65,65,0
249,468,249,1
444,174,444,1
467,201,467,1
76,561,561,0
539,443,443,0
498,404,498,1
522,191,522,1
738,237,738,1
48,436,48,1
753,598,598,0
217,736,736,0
19,349,349,0
394,665,394,1
19,106,19,1
294,470,470,0
584,522,522,0
363,138,138,0
310,211,211,0
149,720,720,0
702,626,702,1
311,106,311,1
763,637,637,0
482,586,586,0
107,549,549,0
